2025-07-17 12:01:25 - IP: 127.0.0.1 - Path: /admin - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:12:24 - IP: 127.0.0.1 - Attack: Normal - Path: /favicon.ico - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:18:38 - IP: 127.0.0.1 - Attack: Normal - Path: /favicon.ico - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:18:57 - IP: 127.0.0.1 - Attack: Credential Harvesting Attempt - Path: /admin - Captured Credentials: hey/mji - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:18:57 - IP: 127.0.0.1 - Attack: Normal - Path: /favicon.ico - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:20:28 - IP: 127.0.0.1 - Attack: Credential Harvesting Attempt - Path: /admin - Captured Credentials: ;/123 - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:20:28 - IP: 127.0.0.1 - Attack: Normal - Path: /favicon.ico - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:20:32 - IP: 127.0.0.1 - Attack: Normal - Path: /favicon.ico - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:26:07 - IP: 127.0.0.1 - Attack: SQL Injection - Path: /admin - Captured Credentials: admin' OR '1'='1' --/123 - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:26:07 - IP: 127.0.0.1 - Attack: Normal - Path: /favicon.ico - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:26:10 - IP: 127.0.0.1 - Attack: Normal - Path: /favicon.ico - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:28:56 - IP: 127.0.0.1 - Attack: XSS - Path: /admin - Captured Credentials: <script>/1 - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:28:56 - IP: 127.0.0.1 - Attack: Normal - Path: /favicon.ico - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:29:00 - IP: 127.0.0.1 - Attack: Normal - Path: /favicon.ico - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:29:15 - IP: 127.0.0.1 - Attack: Invalid Username Attempt - Path: /admin - Captured Credentials: ?/1 - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:29:16 - IP: 127.0.0.1 - Attack: Normal - Path: /favicon.ico - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:29:18 - IP: 127.0.0.1 - Attack: Normal - Path: /favicon.ico - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:31:32 - IP: 127.0.0.1 - Attack: Invalid Username Attempt - Path: /admin - Captured Credentials: q/q - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:31:32 - IP: 127.0.0.1 - Attack: Normal - Path: /favicon.ico - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:31:38 - IP: 127.0.0.1 - Attack: Normal - Path: /favicon.ico - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:45:23 - IP: 127.0.0.1 - Attack: Credential Harvesting Attempt - Path: /admin - Captured Credentials: a/ll - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:45:32 - IP: 127.0.0.1 - Attack: Credential Harvesting Attempt - Path: /admin - Captured Credentials: kk/, - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:45:49 - IP: 127.0.0.1 - Attack: Credential Harvesting Attempt - Path: /admin - Captured Credentials: ?/1 - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:46:02 - IP: 127.0.0.1 - Attack: Credential Harvesting Attempt - Path: /admin - Captured Credentials: <>/m - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:50:42 - IP: 127.0.0.1 - Location: Local Network - Attack: Credential Harvesting Attempt - Path: /admin - Captured Credentials: f/f - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:51:16 - IP: 127.0.0.1 - Location: Local Network - Attack: SQL Injection - Path: /admin - Captured Credentials: admin OR 1=1'/1 - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
2025-07-17 14:53:43 - IP: 127.0.0.1 - Location: Local Network - Attack: Credential Harvesting Attempt - Path: /admin - Captured Credentials: kishu/0987 - UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36 Edg/138.0.0.0
